username,datetime,portal,page,remark1,remark2
"admin","2020-12-23 01:27:37","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2020-12-23 01:27:37","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2020-12-23 01:27:43","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2020-12-23 01:27:44","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2020-12-23 01:27:45","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2020-12-24 00:42:25","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2020-12-24 00:42:27","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2020-12-24 00:42:27","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2020-12-24 00:42:32","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2020-12-24 00:42:33","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2020-12-24 00:42:34","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"guest","2020-12-24 01:57:40","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"guest","2020-12-24 01:57:42","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"guest","2020-12-24 01:57:43","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2020-12-24 01:58:13","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2020-12-24 01:58:14","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2020-12-24 01:58:14","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2020-12-24 01:58:19","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2020-12-24 01:58:19","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2020-12-24 01:58:20","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2020-12-24 02:21:03","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2020-12-24 02:21:04","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2020-12-24 02:21:04","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2020-12-24 02:21:10","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2020-12-24 02:21:10","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2020-12-24 02:21:10","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"guest","2020-12-28 03:13:29","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"guest","2020-12-28 03:13:30","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"guest","2020-12-28 03:13:32","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2020-12-30 01:10:46","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2020-12-30 01:10:47","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2020-12-30 01:10:48","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2020-12-30 01:10:53","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2020-12-30 01:10:54","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2020-12-30 01:10:55","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2020-12-30 01:36:16","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2020-12-30 01:36:17","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2020-12-30 01:36:18","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2020-12-30 01:36:23","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2020-12-30 01:36:24","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2020-12-30 01:36:25","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2021-01-03 01:36:20","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2021-01-03 01:36:22","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2021-01-03 01:36:23","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2021-01-03 01:36:29","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2021-01-03 01:36:31","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2021-01-03 01:36:32","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2021-01-03 01:48:00","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2021-01-03 01:48:01","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2021-01-03 01:48:02","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2021-01-03 01:48:08","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2021-01-03 01:48:08","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2021-01-03 01:48:09","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2021-01-03 01:51:58","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2021-01-03 01:51:59","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2021-01-03 01:51:59","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2021-01-03 01:52:05","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
"admin","2021-01-03 01:52:05","/s3-bucket/shiny-server/public/MathsPortal","AppPages-MathCPageModule-name","",""
"admin","2021-01-03 01:52:06","/s3-bucket/shiny-server/public/MathsPortal","AppPages-UserManagementPageModule-name","",""
"admin","2021-01-03 04:20:04","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathPageModule-name","",""
"admin","2021-01-03 04:20:06","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathQGenPageModule-name","",""
"admin","2021-01-03 04:20:06","/s3-bucket/shiny-server/public/MathsPortal","AppPages-AMathTopicalPageModule-name","",""
"admin","2021-01-03 04:20:12","/s3-bucket/shiny-server/public/MathsPortal","AppPages-DBAccessPageModule-name","",""
